company,name,title,reports_to,org_status,image_src
amazon,Alejandro Cox Balmaceda,Senior Business Development Manager,David Duchen,6,https://cdn.theorg.com/c826df58-356e-45e9-83a3-9ad46aa07d27_thumb.jpg
disney,Alannah Wilder,Executive Aide to Group Executive and Support Lead - Content (Disney (APAC),Gerard Devan,5,https://cdn.theorg.com/e6a65697-a2a4-4d47-9d0d-191defb5b706_thumb.jpg
amazon,Shelley Salomon,"VP, Global Amazon Business",John Felton,4,https://cdn.theorg.com/358f08ee-58ca-43d0-9d58-67a13bb985ca_thumb.jpg
meta,A Charles Thomas,"VP - Data Science, Strategy And Operations",Jhilmil Jain,6,
amazon,Rajeev Badyal,VP Of Technology - Project Kuiper,Matt Garman,3,https://cdn.theorg.com/9707dc93-2e7b-483d-8ec0-ee24a5764a06_thumb.jpg
netflix,Drew Stephens,Senior Software Engineer,Tim Perry,4,
amazon,Harshil Sukhadia,"Manager, Grocery-ssd Delivery",Shilpan Bhagat,4,https://cdn.theorg.com/03d077c7-8218-4284-9f60-4229191656fb_thumb.jpg
stripe,Naman Jain,Senior Operations Associate,Meenakshi Dhingra,5,https://cdn.theorg.com/aa5796e3-dde0-4233-9100-82f2fbe234ca_thumb.jpg
apple,Xiaojing Zhang,Senior Research Scientist,Tapani Raiko,4,
disney,Supriya Dwivedi,Manager Data Engineering,Ajay Arora,5,
google,Jeet Bhatia,"Sales Engineering Manager, Pacific Northwest Acquisitions",Christopher Oakes,4,https://cdn.theorg.com/4020eed3-f337-4393-8f07-640cd3d905d9_thumb.jpg
google,Dede Ahadome,"Senior Director, Strategy & Operations",Troy Dickerson,4,https://cdn.theorg.com/d98b1c15-4c25-4ee1-b186-61e11559cda0_thumb.jpg
disney,Bro Huang,Manager,Jessica Kam-Engle,4,https://cdn.theorg.com/8a781f88-566b-4dfa-b664-4d2001172ad8_thumb.jpg
google,Markus Schneemann,"Managing Director, Shopping, Gtech Users & Products",Don Harrison,4,https://cdn.theorg.com/2bf5ec60-4f2f-4745-bbe3-797e209a5199_thumb.jpg
google,Shruthi Hari,"Managing Director, Revenue Programs, Global SMB",Audrey Bernardo,6,https://cdn.theorg.com/6e209e46-20a2-41e8-8fad-9b62887bcb6b_thumb.jpg
amazon,Avadhesh Gupta,"Head, Global Operational Technology - Adaptive Building Insight & Asia Pacific Region",Dean Fullerton,4,https://cdn.theorg.com/4f69d1f1-5c40-47c4-b510-3ca8aa5b96f4_thumb.jpg
google,Benito Aguila,"Events Marketing Manager, Strategic Health Solutions, Google Health",Derrick Djang,5,https://cdn.theorg.com/28c8c15e-d9d5-480c-a2d9-0737595652a0_thumb.jpg
apple,Dan Jarvis,iPhone PD,Rich Dinh,5,
amazon,Laura Megali,"Principal, Global Ads Partner Development",Krishan Bhatia,5,https://cdn.theorg.com/c5ad166b-91d6-4c38-84da-43e4f212a562_thumb.jpg
google,Clare W.,Campaign Manager,Daryl Butler,4,https://cdn.theorg.com/02b30c00-df0c-4cf3-9fed-c7fdcf22e146_thumb.jpg
amazon,Akila Kargwal,Software Development Manager,Amanda Doerr,5,https://cdn.theorg.com/0ec1a394-3ec6-4417-927a-74359b3ebf2d_thumb.jpg
apple,Shilpa Rajendra,Technical Manager,Frank Chu,5,https://cdn.theorg.com/8d198c33-4999-4454-8228-7dc72b71c0dc_thumb.jpg
google,Chia-Wei Chiang,Senior Data Scientist,Rong Y.,6,https://cdn.theorg.com/499c86df-91ca-488d-9538-3a525eb4e09d_thumb.jpg
google,Bin Ni,Distinguished Software Engineer / Senior Director - Head Of AI For Software Engineering,Yu Liu,5,https://cdn.theorg.com/e3b2996e-0ab4-4163-9f33-b397b56ab3a5_thumb.jpg
disney,Sean Bailey,"President, Walt Disney Studios Motion Picture Production",Dana Walden,3,https://cdn.theorg.com/a853862d-51e2-4337-b265-6902eb378bc8_thumb.jpg
google,Benny Siman-Tov,"Sr. Director, Head Of Product Management - Google's Compute/storage/network/ai/ml Infrastructure",Lilian Rincon,5,https://cdn.theorg.com/44594803-e883-4247-acba-ff4e4438f4b2_thumb.jpg
microsoft,Jovan Fitzgerald,Sr Security Incident Responder,Giri Govindarajulu,5,https://cdn.theorg.com/e9e044fe-20cd-471b-aa9c-7a425cedcdd3_thumb.jpg
microsoft,Ryan Roslansky,"CEO, LinkedIn",Satya Nadella,2,https://cdn.theorg.com/63912c80-6d46-4c94-8b18-2d4791773253_thumb.jpg
amazon,Alexis Duseau,Senior Account Manager - Team Lead,Allison Burman Werner,5,https://cdn.theorg.com/32da552c-3dd9-434c-a3f9-71ade6e4d2fc_thumb.jpg
apple,Salim Saherwala Ap,Development Manager (corporate Real Estate & Development),Kristina Raspe,5,https://cdn.theorg.com/3624b6d1-b5b9-405a-9ff3-048095b9bb4b_thumb.jpg
meta,Kagan Sevinc,"Manager, Strategy Planning & Operations",Nicola Mendelsohn,5,
meta,David Wehner,Chief Strategy Officer,Mark Zuckerberg,3,https://cdn.theorg.com/e86057ce-16d0-4641-9f93-394874999c9f_thumb.jpg
google,Yunus Durmuş,Senior Cloud Data & Genai Engineer,Apurva Desai,5,https://cdn.theorg.com/6a3117b4-e197-4992-894f-260558df14aa_thumb.jpg
google,Idan Heimlich,Senior Staff Software Engineer,Narendra Mudigal,6,https://cdn.theorg.com/f6174b28-30bf-4fb2-b4c8-6ca4bdb5737d_thumb.jpg
nike,Sandra Leon Carrion,Supply And Inventory Planning Manager,Raje Kantamneni,7,https://cdn.theorg.com/461fad57-d5ee-4b5c-8ffc-f496368793d7_thumb.jpg
apple,Donal Conroy,"Vice President, Finance",Luca Maestri,3,
amazon,Griffin Landis,Operations Manager,Jas Khangura,5,https://cdn.theorg.com/1750928a-74dc-4bf9-8936-bf0b6ad0c122_thumb.jpg
netflix,Bryant Cannon,Lead Developer - Night School Studio,Douglas Manton,4,https://cdn.theorg.com/8064cf00-f431-4da3-8dd4-f97c52a413f0_thumb.jpg
stripe,Robin Jayaswal,Software Engineer,Sachin Bansal,6,https://cdn.theorg.com/26db7370-282a-49bb-82e7-16f4d2b0c027_thumb.jpg
google,Ari Gluckson,Head Of Google Workspace + AI | Enterprise - Western States + Silicon Valley,Jim Giles,5,https://cdn.theorg.com/a9154081-03bd-43a4-9c7e-8665cbbe07b9_thumb.jpg
nike,Andres Kiger,"VP, Marketing, Global Partner Markets, Converse",Jared Carver,4,https://cdn.theorg.com/d8a990dd-45b2-44b5-8980-9b4ddda60461_thumb.jpg
amazon,Avinash Prakash,Senior Manager Of Product Management - Amazon Fulfilment,Monte Giles,7,https://cdn.theorg.com/1fd7190b-2ff8-4c9f-8d0c-de7f936784dd_thumb.jpg
tesla,Pritish S Adiga,Senior Data Analyst,Srikanth Kotipalli,7,https://cdn.theorg.com/b2e54ff0-844e-4d40-a836-b6575ed5b968_thumb.jpg
amazon,Lakesia B.,"Human Resources, Disability And Leave Services Manager",Lian Neeman,4,https://cdn.theorg.com/7a045171-008c-473a-b95a-0da3da6d9a0b_thumb.jpg
google,Carolyn Entress,"Corporate & Executive Communications Manager, Google Cloud",Barbara A. Miller,6,
disney,Diego Lerner,"President, Latin America",Dana Walden,3,https://cdn.theorg.com/015ee145-c97a-4ae4-9471-278750569b08_thumb.jpg
google,Kjell Arne Yttervik,Nordic Security Channel Lead,Yun Freund,4,https://cdn.theorg.com/ff32d0e2-df66-4776-ba61-491f39985f03_thumb.jpg
google,Naveen Punjabi,"Director - Analytics & Data Science Partnerships, Google Cloud",Gerrit Kazmaier,4,https://cdn.theorg.com/2e8affdd-165d-493d-a275-cf07f0d3fea5_thumb.jpg
amazon,Nidhi Ghai,"Director, Global Growth Sales And GTM",Greg Pearson,4,https://cdn.theorg.com/8b5ed6dd-af65-4e0d-8f56-6d04ea7b6a47_thumb.jpg
google,Vlad Gorelik,Warsaw Site Lead,Sailesh Krishnamurthy,6,https://cdn.theorg.com/d57e0896-9ba4-4ae6-9a03-a9de52576b0b_thumb.jpg
amazon,Oleksii Druzhynin,Senior Software Development Engineer (Tech Lead),Amanda Doerr,5,https://cdn.theorg.com/f183fc97-1561-4bc9-9ca1-38c63d04b580_thumb.jpg
meta,Beat Hutter,"Director, Data Science",Vipul Deokar,6,https://cdn.theorg.com/704508d3-0c89-42a9-91e5-7453d67264f0_thumb.jpg
amazon,Cynthia C.,"Lead PM, Amazon Business Payments",Shelley Salomon,5,https://cdn.theorg.com/7ff6855a-6370-432d-b414-8acd54488eec_thumb.jpg
disney,Nissa Diederich,"Head, Production, 20th Century",Karey Burke,4,https://cdn.theorg.com/36d6e290-b25f-41a5-974e-cd799226f807_thumb.jpg
netflix,Merilee Brooks,"Product Design Manager, Emerging Creative",Ratna Desai,5,
apple,Aditya Umrani,"Engineering Manager, Apple Services Engineering",Cheryl Thomas,4,
apple,Lisa Jackson,"VP, Environmental Policy & Social Initiatives",Katherine Adams,3,https://cdn.theorg.com/133061b6-a311-4259-9e18-9f9157a1390a_thumb.jpg
google,Waqas Khokhar,"Senior Sales Manager, North America",Laura Sardegna,4,https://cdn.theorg.com/8891cc09-c64a-4ff8-884a-81aea1a7652b_thumb.jpg
stripe,Neha Siwach,Onboarding Coordinator,Celine  Szymczak,6,https://cdn.theorg.com/72f507ee-c5c4-417c-aa15-982b0f086f76_thumb.jpg
tesla,Nadezhda Beck,Quality Lead,David Lau,5,https://cdn.theorg.com/777612d9-ca2e-4a0d-81d8-d8ea4356ff61_thumb.jpg
apple,Sharon K.,"Finance Lead, Tv+ Video Services",Donal Conroy,4,https://cdn.theorg.com/044f195f-19c1-49ec-8215-cd2acf225593_thumb.jpg
stripe,Eugen Feller,"Staff Software Engineer, Financial Systems",Ossama Alami,5,
amazon,Benedetta Jacopetti,Country Marketing Lead - Amazon Prime Video Italy,Kelly Day,6,https://cdn.theorg.com/6f31b29e-0dd5-4e61-a870-1deef6e1e206_thumb.jpg
amazon,Dunja Vermaak,"Principal, Privacy Compliance",Kathryn Sheehan,4,https://cdn.theorg.com/a255c7a9-dbb8-4763-ad9d-ecd6992e82f0_thumb.jpg
amazon,Vinayak Khandade,Program Manager II WFM Planning Analytics,John Felton,4,NA
netflix,Antti Uusitalo,Lead Game Analyst,Elizabeth Stone,3,https://cdn.theorg.com/0a63d6a1-3edd-493e-b076-95045d2bb26e_thumb.jpg
meta,Hemant Pandey,Senior Software Engineer,Jay Venkatraman,7,https://cdn.theorg.com/bca507f0-f788-430c-bf28-11c30776e086_thumb.jpg
google,Khalid Alohali - خالد العوهلي,Head Of Customer Engineering - Google Cloud,Moe A.,5,https://cdn.theorg.com/20b91890-7fd4-49ed-9874-88b837f48ddf_thumb.jpg
google,Ben Waltzer,Americas Enterprise Sales Director - Google Maps Platform - Google Cloud,Umesh Vemuri,4,https://cdn.theorg.com/67d26113-4455-4037-837c-0fc06ce3d04f_thumb.jpg
google,Tara Brady,"President, Europe, Middle East & Africa, Google Cloud",Thomas Kurian,3,https://cdn.theorg.com/6fb0810d-63e7-4709-af26-676372f994ca_thumb.jpg
disney,Adam Singer,Vertical Manager,Mahesh Samat,4,
netflix,Amritha Prasad,Design Director,Steve Johnson,4,https://cdn.theorg.com/729bcdc9-ae09-4577-a383-ccea14b8404a_thumb.jpg
disney,Alexia S. Quadrani,"EVP, Investor Relations",Hugh Johnston,3,https://cdn.theorg.com/19a0b608-1673-4172-950c-0f63e31577e7_thumb.jpg
google,Roman Gushchin,"Senior Staff Software Engineer, Linux Kernel",Abhita Chugh,6,https://cdn.theorg.com/07d73638-f226-426a-93cc-141f31dd2e57_thumb.jpg
apple,Gal Dayan,Head Of Inbound Logistics,Sabih Khan,3,https://cdn.theorg.com/2140a465-4bb9-4bfd-9e02-1bd0d408946e_thumb.jpg
disney,Tyler Carter,"Senior Vice President, Commerce - Technology And Digital",Gail Evans,3,https://cdn.theorg.com/807debd3-ba91-49c6-a6bd-b97dc44fab3d_thumb.jpg
microsoft,Ankur Tarnacha,"Director, Growth Innovation Strategy, Strategic Missions & Technologies",Peter Lee,4,https://cdn.theorg.com/2e2fc526-ec4e-42bc-aeb9-e6d57e60676f_thumb.jpg
amazon,Daniel P. Huttenlocher,Director,Andy Jassey,2,https://cdn.theorg.com/d00314ca-8cbf-4009-aa8c-d62d221bdae7_thumb.jpg
microsoft,Jessica Murphy,Partner Solution Sales - Security ANZ,Toby Richards,5,https://cdn.theorg.com/ead28d39-0a78-44ac-acf6-71509a323a85_thumb.jpg
amazon,Chessier Mae Abasola,Product Research Manager,Britt Carr,5,https://cdn.theorg.com/119406ff-1dd1-48fb-968e-676a56d064cf_thumb.jpg
netflix,Maria Ferreras,Global Head of Partnerships,Co-CEOs,2,
stripe,Aisha Anwar,Enterprise Sales,Stephanie Butler,5,https://cdn.theorg.com/0b3c5d18-17cd-46a3-90f3-e13ee356a710_thumb.jpg
netflix,Neil Higley,Team Assistant Content Acquisition,Matt Andrews,4,https://cdn.theorg.com/a0cfb3a0-bad5-41f5-a844-530649a2f453_thumb.jpg
netflix,Sylvie Esmundo,Director Of Technical Merchandising (content Discovery),Monika Shergill,5,https://cdn.theorg.com/c332d46c-1f93-48d9-b379-5131626c4e90_thumb.jpg
google,Samantha Zamias,"Senior Lead, Global Data Center Acquisitions & Strategic Partnerships",Joseph Kava,5,
google,Cassidy Morgan,"Vice President, Marketing",Jeffrey Whipps,4,
nike,Randy Seale,principal Cyber Defense Incident Responder,Jimit Ladha,5,https://cdn.theorg.com/f24a9a37-828c-43d9-af90-6f7920db7d7f_thumb.jpg
apple,Larry Vadakedathu,HW Engineering Manager,Shelly Goldberg,4,https://cdn.theorg.com/98af57ee-9dda-4cb0-842b-5d770aba8cd6_thumb.jpg
amazon,He Yang,Senior Applied Scientist,Yi Xu,5,https://cdn.theorg.com/17ab3f69-ef41-4df1-bc74-6e0c7c8183c6_thumb.jpg
amazon,Molly Peterson,Operations Manager III,Cisco Murat,5,https://cdn.theorg.com/5736dac8-d7b6-4ab6-90d4-8123775c3f79_thumb.jpg
meta,Manish Chhabra,Senior Engineering Manager,Ning Li,7,https://cdn.theorg.com/f9133c8b-1ab3-4cf3-b710-42ba3f2ff2c8_thumb.jpg
amazon,Motunrayo Ibiyemi,Senior Program Manager,Jalik Toney,6,https://cdn.theorg.com/d096a574-0b27-4a4b-a19b-b8467935424c_thumb.jpg
microsoft,Jaime Teevan,"Chief Scientist & Technical Fellow, Experience & Devices",Ales Holecek,4,https://cdn.theorg.com/81f67cd0-d609-4a80-aade-9a0544d1fc8b_thumb.jpg
tesla,Stuart Saunders,Chief Engineer,Nagesh Saldi,4,
apple,Kelly Lynn,Vice President Of Product Management,Craig Federighi,3,
nike,Liz Salas,Director Of Data Protection Engineering,Ananda Shenoy,7,
meta,Dayong Wang,Software Engineering Manager - Machine Learning,Sergey Edunov,7,https://cdn.theorg.com/35babc56-9a59-4ac5-97a9-cd8ee3e2f80e_thumb.jpg
google,Sonja Sofia Schmidt,Multichannel Market Lead | Account Executive Switzerland & Austria,Yossi Matias,4,https://cdn.theorg.com/939c6bb1-b681-4d18-8692-6435a4caa2c5_thumb.jpg
google,Jameel Rush,"Director, Inclusion Programs",Valerie Grillo,4,https://cdn.theorg.com/f94b82dc-ba40-4056-956c-81277ff621d1_thumb.jpg
disney,Naveen Baweja,"VP Of Technology - Consumer Products, Publishing, And Supply Chain",Jen Schwarz,4,
apple,Vrunda P. D.,"Manager, Information Security",Sebastian Marineau-Mes,4,
apple,Karl Gildenmeister,"Senior Finance Manager, Global Retail Finance - Commercial Programs, Marketing & Online",Donal Conroy,4,https://cdn.theorg.com/137308b0-c71d-45c3-92a5-6b440a2e237d_thumb.jpg
amazon,Louise Roudier,Senior Sales Manager - Retail Media - Tech & Gaming,Alan Moss,4,
google,Ymanol Valdes,"Sr Director, Global Go To Market",Thomas Kurian,3,
amazon,David Carbon,"VP, Prime Air",Christine Beauchamp,4,https://cdn.theorg.com/f6d44023-9620-4aa6-bd4c-79133794eb31_thumb.jpg
apple,Rachel Voter,"Creative Director, Apple TV+",Lucian Capellaro,5,https://cdn.theorg.com/1392fc7d-7648-4248-ab29-5f25fb473e56_thumb.jpg
google,Mica Ross,Senior Finance Director,Kristin Reinke,4,
google,Haakon Ringberg,Senior Director Of Engineering,Chuck Wu,5,https://cdn.theorg.com/e0aa0115-bf11-4c52-bb2e-fa88a5cf6a18_thumb.jpg
amazon,Alicia Thompson,Senior Technical Recruiter - Ring,Joyeeta Mitra,5,https://cdn.theorg.com/ff0f3b4b-52d8-4e90-a343-07c9de89035f_thumb.jpg
amazon,Hortense Soulier,"Head Of Global Marketing Operations, Project Kuiper",Alexander D.,4,https://cdn.theorg.com/e8966be8-ab08-4665-85a9-afce0f82057d_thumb.jpg
google,Phil Davis,"VP, Google Cloud Go To Market Specialist Sales",Phillipp Schindler,3,
apple,Gerd Schneider,Hardware Engineering Manager,Tom Marieb,4,https://cdn.theorg.com/8c7bdfb7-06db-4322-94f9-56fb60285359_thumb.jpg
apple,Jennifer Bailey,"VP of Wallet, Payments & Commerce",Craig Federighi,3,
google,Georgia Paine,"Director, Product Operations, Google Workspace",Yulie Kwon Kim,5,https://cdn.theorg.com/757eaf66-63b0-40d2-a75e-64f713cbcc54_thumb.jpg
nike,Emily White,"VP, Enterprise Data & Analytics",Muge Erdirik Dogan,3,https://cdn.theorg.com/98e3eee4-baf9-41d8-8f22-241d0386d5e2_thumb.jpg
meta,Alexander Rashkov,Engineering Manager,Vipul Deokar,6,https://cdn.theorg.com/767f7c2c-e36a-4466-bf42-2d01d7e8ae83_thumb.jpg
amazon,Colin P.,Senior Customer Success Manager,Colm Scully,4,https://cdn.theorg.com/9deaed06-0e6d-46f0-8653-6f758278211f_thumb.jpg
google,Vishnu Lakshmanan,Senior Software Engineer,Vardhman Jain,5,https://cdn.theorg.com/01230c37-efce-4c4b-ad3d-3eefb5bd48ee_thumb.jpg
amazon,Andres Cabrera,"Head Of Latam, Corporate Business Development",Sibay,6,NA
google,Gulshan Kharbanda,Director Customer Engineering Google Cloud,Umesh Vemuri,4,https://cdn.theorg.com/5ab01c2d-0078-4ea9-9ec3-ceb7a0ce9b4b_thumb.jpg
apple,Joy Johnson,"Engineering Manager, Panel, Process & Optics(ppo)",Chris Prest,5,https://cdn.theorg.com/534369d7-ec83-4bbc-bd8a-032a78c988aa_thumb.jpg
apple,Kirsty van Den Dungen,"Global Head Of Creative Services, Studio & Group Operations",Sabih Khan,3,https://cdn.theorg.com/ffc392ec-fc87-405c-ac2f-263938b5b652_thumb.jpg
apple,Dominic Fisher,Product Design Lead,Tang Yew Tan,4,https://cdn.theorg.com/d5de86bd-4719-46a1-8373-a1cabe7b714a_thumb.jpg
meta,Crystal Distin,"Senior Director, Data Science And Data Engineering - Messenger",Ning Li,7,
google,Raja Krishnaswamy,Director Of Software Engineering,Chuck Wu,5,https://cdn.theorg.com/d3a5a58f-d690-406e-a772-409d6695dfc0_thumb.jpg
google,Zlato Fagundes,"Business Operations Lead, Google Cloud",Thomas Kurian,3,
apple,Anna Mayergoyz Weinberg,Principal Legal Counsel,Katherine Adams,3,https://cdn.theorg.com/faaaaaf7-ce48-4ee1-a3f8-23c1de5971a5_thumb.jpg
google,Pengcheng W.,Engineering Manager,Unni Narayanan,5,
microsoft,John Maeda,"VP, Design & Artificial Intelligence",Kevin Scott,3,https://cdn.theorg.com/03e7dc62-075e-4a21-a599-9d6ce7d410ef_thumb.jpg
amazon,Ted Stanton,Global Head of Sales,Matt Garman,3,https://cdn.theorg.com/ab08697c-bb8e-4658-bb25-d74ee523f709_thumb.jpg
amazon,Vasavi Epari Tankala,Global Sales Compensation Director - Amazon Advertising,Alan Moss,4,https://cdn.theorg.com/49f1c5e3-c1e2-42b7-8fd6-053d8af47463_thumb.jpg
meta,Michel Protti,"Chief Privacy Officer, Product",Jennifer Newstead,4,https://cdn.theorg.com/dcfdbe81-93f6-4d0a-ad83-30d735271fa2_thumb.jpg
tesla,Lily Li,Head Of Testing And Automation Supply Chain,Roshan Thomas,5,https://cdn.theorg.com/807f84d4-fdba-4ce4-89bd-d091c5f3e520_thumb.jpg
amazon,Alok Sinha,Sr. Manager - Supply Chain & Cost Management,John Felton,4,https://cdn.theorg.com/2d976184-9a2c-4645-b812-e51dbfe75064_thumb.jpg
disney,Michael Oliver,"Sr Manager, Strategic Sourcing - Supply Chain & Corporate Travel",Rick Wertsching,6,https://cdn.theorg.com/9af57258-3c8a-43ec-8a1e-ff7f2db64183_thumb.jpg
apple,Michelle Chua,Senior Design Manager (vision Pro),Wyatt Mitchell,5,https://cdn.theorg.com/b3d41fab-60ac-4669-bf0f-714a4ec973fa_thumb.jpg
nike,Art Bahrs,Sr IAM Security Engineer,Muyiwa Olufon Fbcs,7,
amazon,Becca Ipock,Head Of Sustainability Supply Chain Technology,Doug Gray,4,https://cdn.theorg.com/8dd48e76-359c-4e7a-8ff3-bbca3068b40b_thumb.jpg
amazon,Lalitha Venkateswaran,"Senior Program Manager, Content Strategist, Manager",Soo Lee,4,https://cdn.theorg.com/5b28f627-45d7-4179-9160-7eb9cc7f6c94_thumb.jpg
amazon,Edward Emery,Finance Manager,Gopalakrishna Rao,4,https://cdn.theorg.com/bbc4e68e-46a9-48bb-b908-441893796236_thumb.jpg
tesla,Shruti Singhal,Senior Data Engineer,Thorhild S.,5,https://cdn.theorg.com/eb55a81e-37ee-45bd-839e-42c698581be3_thumb.jpg
google,Sanket Amberkar,"Head Of Product Marketing, Applied AI",Shekar Khosla,6,https://cdn.theorg.com/616df6e9-3f0a-40b2-a928-26138bb375da_thumb.jpg
stripe,Megan Arora,Head Of Procurement,Ramya Kalaparthi,5,https://cdn.theorg.com/e6534dcb-1cbd-486d-bd1e-1c6a7e2043d1_thumb.jpg
apple,Ben Cave,Director of Apple Podcasts,Oliver Schusser,4,https://cdn.theorg.com/dff38b7d-1223-4a70-971f-1af7fa520491_thumb.jpg
stripe,Zaki Siddiqui,Software Engineer,Sachin Bansal,6,https://cdn.theorg.com/2ee627f2-5173-4278-acd1-d749c79c1ba4_thumb.jpg
netflix,Anisha Nainani,Senior Data Engineer,Ernad S.,6,https://cdn.theorg.com/6edafc4a-b09a-4fa9-8806-0b6f76369b5b_thumb.jpg
netflix,Nadeem Ahmad,Senior Software Engineer,Charles Duncan Jr.,6,
netflix,Tim Campbell,Senior Software Engineer,Gregory Taylor,4,https://cdn.theorg.com/9fd5f451-00bc-4aa2-aefa-13d21e96b2b9_thumb.jpg
stripe,Sam Norcross,Enterprise Account Executive - Financial Services,Ryan Ball,6,
netflix,Patricia Ho,"Recruiter, Product, Data Science & Engineering",Allison Satterlee,4,https://cdn.theorg.com/1080382d-bc69-41c4-9f53-1d2fea40827c_thumb.jpg
amazon,Alena Lediaeva,"Principal, Ad Tech Business Development, Amazon Ads",Tamir Bar-Haim,4,
google,Ivan B.,Sr People Partner,Johanna Amianda,6,https://cdn.theorg.com/bbe78e71-162c-4290-9d59-0764bb5799a2_thumb.jpg
google,Paola Ramirez,"Global Head Of Strategy & Operations, Platform & Devices",Troy Dickerson,4,
nike,Jimit Ladha,"Vice President, Global Technology",Jaime Lemons,4,
google,Martina Frantzén,Senior Interaction Designer,Ayça Cakmakli,6,https://cdn.theorg.com/869e83d9-80bd-4657-9318-3d7d93682769_thumb.jpg
amazon,Dhanavandhana Devi M S,Head Of Learning & Development - GSF & EF India,Trina Soske,6,https://cdn.theorg.com/6c98d326-51d2-4b1a-a679-f90e8a9a9b8b_thumb.jpg
meta,Renyi Duan,"Director, Legal Data And Software Development",Steve Satterfield,5,
google,Jaeun Park,Lead Industrial Designer,Ivy Ross,4,https://cdn.theorg.com/1f6d546b-0907-4d96-b5af-470d54b0dacd_thumb.jpg
amazon,Kelly Day,"VP, Prime Video International",Mike Hopkins,5,https://cdn.theorg.com/3de24663-28db-4d2d-9fc6-2f0680a265a7_thumb.jpg
microsoft,Arik Firman,"Marketing Technology, Senior Program Manager",Lawren Ahuna,5,https://cdn.theorg.com/6cd28abc-aa87-4a66-a98c-abef0d81526f_thumb.jpg
disney,Emi Lea Kamemoto,Senior Manager Of DEI People & Culture,Kabir Kumar,5,https://cdn.theorg.com/de677758-70ed-4b8c-932f-98487265135d_thumb.jpg
nike,Brittany Grosvenor,"Director, Integrated Media Seasonal Strategy And Programming, Global",Tami Dalley,5,https://cdn.theorg.com/0b060a54-b6c6-4c9e-b6db-7232ba451350_thumb.jpg
amazon,Jay Shankar,"Vp, Global Talent Acquisition At Amazon",Beth Galetti,3,https://cdn.theorg.com/a60e3eed-bd47-4f25-b898-404bf6b5b180_thumb.jpg
google,Angie Chau,"Head Of Exec Recruiting, Platforms And Devices",Tracey Arnish,4,https://cdn.theorg.com/08b2cadb-5473-4d33-95c8-4cc4a64568fa_thumb.jpg
amazon,Gareth Smith,"Principal, Product Manager - Tech",Brennan Earley,4,https://cdn.theorg.com/df96d632-10a9-445c-ae17-d66f1e07bb67_thumb.jpg
amazon,Muneeb Alvi,"Technical Lead, Rewarded Ads",Krishan Bhatia,5,https://cdn.theorg.com/f0bf4d26-447c-44bb-96bb-ab5504b849af_thumb.jpg
amazon,Dinesh Shahane,Head Of Search Technology,Doug Gray,4,https://cdn.theorg.com/6014bd06-e258-4b06-ae6e-bd7b597861f0_thumb.jpg
google,Scott Beaumont,"President, Asia Pacific",Phillipp Schindler,3,https://cdn.theorg.com/d63755f4-8e9c-488d-9f00-ec669c5634e0_thumb.jpg
google,Beni Umaryadi,Head Of Partnerships & Alliance - Indonesia - Malaysia - Vietnam - Philippines Google Cloud,Don Harrison,4,
amazon,Alice Shobe,"Global Director, Amazon Community Impact",Beth Galetti,3,https://cdn.theorg.com/36022dfc-0cdc-4bca-933f-6edacb3b15e4_thumb.jpg
apple,Sandeep Reddy,Senior Program Manager - WW Supply Chain BPR,Nolan Enzminger,5,https://cdn.theorg.com/ce059218-afb3-45c6-8168-8f399700e6de_thumb.jpg
netflix,Audrey Bonneville,Events Manager,Laura Faulkner,5,https://cdn.theorg.com/bd388804-70a6-493e-9241-ec60e362bc76_thumb.jpg
amazon,Jigar Shukla,Software Development Manager,Srini Sudharsana,5,https://cdn.theorg.com/94b3bd01-5e51-4482-9833-7a35f560b77e_thumb.jpg
netflix,Jason Richards,"Senior Manager, Creative Development & Production",Rochelle King,4,
stripe,Daniel Chao,"Head of Sales Development, SEA & Greater China",Dave Nixon,5,https://cdn.theorg.com/ab807ca1-5353-4d02-88c8-e15fafb38a1f_thumb.jpg
nike,Carl Grebert,"VP & GM, EMEA",Craig Williams,3,https://cdn.theorg.com/c6932319-4a71-4d37-ba69-e5ac0e81332b_thumb.jpg
google,Jaideep Godara,"Head Of Ux, Google Cloud Systems",Meriah Moulton,5,https://cdn.theorg.com/550fa380-905a-4b7e-85d7-dfe60d15dd9a_thumb.jpg
google,Raphaela Rekab,Marketing Research & Insights Manager EMEA,Yonca Dervisoglu,5,https://cdn.theorg.com/4d37fa61-c7d0-4e93-9389-46514790220a_thumb.jpg
disney,Simran Sethi,"EVP, Development & Content Strategy, ABC Entertainment",Karey Burke,4,https://cdn.theorg.com/1fa346e2-8285-43b1-a39c-7c0e626bb0d6_thumb.jpg
meta,Amanda K.,Knowledge Manager - HR Tech,Janelle Gale,5,https://cdn.theorg.com/1a6f5f25-cd67-4903-a92a-e53ddb7b391f_thumb.jpg
tesla,Onat Kırçova,Group Manager Supply Operations - Direct Vehicle Purchasing,Matt Reddick,5,https://cdn.theorg.com/7f3ba893-5df3-4f65-bc82-fef343f5dd3d_thumb.jpg
disney,Thomas Schumacher,"President & Producer, Disney Theatrical Group",Dana Walden,3,https://cdn.theorg.com/1f23d74e-edc2-46b3-8452-7f0eda2ce5fa_thumb.jpg
disney,Robert Mills,"SVP, Alternative Series, Specials & Late-Night Programming, ABC Entertainment",Karey Burke,4,
